Team,Season,gameId,OpposingTeam,gameDate,home_or_away,situation,corsiPercentage,fenwickPercentage,xGoalsFor,shotsOnGoalFor,blockedShotAttemptsFor,goalsFor,savedShotsOnGoalFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,xGoalsAgainst,shotsOnGoalAgainst,blockedShotAttemptsAgainst,goalsAgainst,savedShotsOnGoalAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,powerPlayxGoalsFor,powerPlayxGoalsAgainst,shortHandedxGoalsAgainst,otherxGoalsFor,otherxGoalsAgainst,shortHandedxGoalsFor,fiveOnFivexGoalsFor,fiveOnFivexGoalsAgainst,fiveOnfiveFenwickPercentage,fiveOnfiveCorsiPercentage,last_10_avg_xgoals_for,last_10_avg_xgoals_against,result,home_away,last_10_avg_goals_for,last_10_avg_goals_against,opp_last_10_goals_for,opp_last_10_goals_against,opp_last_10_xgoals_against,opp_last_10_xgoals_for
OTT,2023,2023020876,FLA,20240220,AWAY,all,0.4015,0.4725,2.747,30,10,2,28,6,34,26,4,11,31,8,4,0.743,1.003,1.002,1,1,0,3.522,34,31,3,31,4,27,33,5,11,33,12,3,1.075,1.567,0.88,2,1,0,0.055,0.023,0.676,0.075,0.084,0.042,2.575,2.739,0.4658,0.4658,3.0728999999999997,2.7691,0,0,3.3,3.2,4.2,1.5,2.7638,3.8289
OTT,2023,2023020892,DAL,20240222,HOME,all,0.5273,0.64,3.09,30,10,4,26,4,33,32,7,12,34,10,4,1.131,1.067,0.892,2,1,1,1.491,15,25,1,14,10,21,25,10,13,21,5,1,0.575,0.501,0.415,0,0,1,0.803,0,0.021,0,0,0,2.287,1.47,0.6154,0.6154,3.0869,2.9370000000000003,1,1,3.1,3.4,3.8,2.9,2.8198,3.4454000000000002
OTT,2023,2023020910,VGK,20240224,HOME,all,0.5188,0.5444,3.087,33,20,3,30,6,30,34,9,19,36,10,3,0.981,1.244,0.861,1,2,0,2.673,29,23,3,26,8,19,32,8,9,29,9,3,0.735,1.086,0.853,1,1,1,0.274,0,0.335,0.521,0.291,0,2.292,2.048,0.4928,0.4928,3.2046,2.9335,0,1,3.3,3.2,3,3.2,3.3743000000000003,2.5966
OTT,2023,2023020923,WSH,20240226,AWAY,all,0.5619,0.4462,1.607,21,30,3,18,6,27,29,10,2,22,6,1,0.647,0.756,0.204,2,1,0,2.11,20,10,6,14,2,26,27,7,4,28,7,1,0.945,0.939,0.226,4,2,0,0.033,0.032,0.389,0,0,0.101,1.473,1.689,0.4643,0.4643,3.2781,2.9377,0,0,3.4,2.8,3.3,3.4,3.3360999999999996,3.0826000000000002
OTT,2023,2023020933,NSH,20240227,AWAY,all,0.373,0.378,2.405,25,16,1,24,11,28,16,7,18,23,4,4,0.508,0.541,1.356,0,0,1,3.143,36,28,4,32,9,36,18,18,10,40,7,4,1.129,0.84,1.175,2,1,1,0.495,0,0.254,0,0,0,1.91,2.889,0.3836,0.3836,3.0718,2.9693,0,0,3.3,3.1,3.6,3.5,3.3297000000000003,2.9609
OTT,2023,2023020953,ARI,20240301,HOME,all,0.5271,0.5354,3.644,37,15,3,34,12,34,33,10,12,40,8,5,1.346,0.978,1.32,2,0,1,4.597,30,15,5,25,10,31,36,5,10,34,5,7,0.736,0.709,3.152,1,0,4,1.398,0.324,0.466,0.049,1.551,0,2.197,2.256,0.5541,0.5541,3.0846999999999998,3.0392,0,1,3.1,3.3,2.5,4.6,3.1732,2.951
OTT,2023,2023020962,PHI,20240302,AWAY,all,0.5294,0.4615,2.349,26,30,2,24,10,31,25,3,7,35,4,3,0.839,0.519,0.992,1,0,1,2.893,40,15,4,36,12,23,27,3,4,39,8,2,1.323,0.951,0.62,2,1,1,0.097,0.015,0.732,0.921,0.392,0.017,1.314,1.755,0.4032,0.4032,2.9742,3.0940000000000003,0,0,2.9,3.5,3.6,3.3,2.8156000000000003,3.2430999999999996
OTT,2023,2023020992,ANA,20240306,AWAY,all,0.6283,0.6456,2.887,30,20,1,29,8,27,15,6,11,44,3,4,1.414,0.361,1.111,1,0,0,1.621,16,14,2,14,8,18,36,4,9,22,4,2,0.701,0.46,0.46,2,0,0,0.069,0.101,0.171,0.97,0.46,0,1.847,0.889,0.6167,0.6167,2.7794,2.7038,0,0,2.5,3.6,3,4,3.4335999999999998,2.4173999999999998
OTT,2023,2023021003,LAK,20240307,AWAY,all,0.4737,0.4444,2.262,31,23,3,28,2,30,17,3,5,31,7,2,0.722,0.765,0.775,0,2,1,2.913,35,20,4,31,10,30,31,4,9,39,7,4,1.02,0.895,0.998,1,2,1,0.631,0,0,0.06,0.463,0,1.571,2.449,0.3947,0.3947,2.7919,2.6586,0,0,2.5,3.3,3,2.4,2.85,2.9366
OTT,2023,2023021015,SJS,20240309,AWAY,all,0.5564,0.5684,3.188,32,20,1,31,8,35,16,10,5,44,6,4,1.072,0.696,1.42,0,0,1,2.872,21,18,2,19,6,22,12,10,5,28,10,3,0.895,1.154,0.822,0,1,1,0.379,0,0.845,0.825,0.142,0.063,1.921,1.885,0.5556,0.5556,2.676,2.7802,0,0,2.6,3.4,3,4.8,3.8377000000000003,2.6721
OTT,2023,2023021034,PIT,20240312,HOME,all,0.5154,0.5152,3.953,39,16,2,37,9,26,27,12,14,38,8,5,1.339,1.15,1.464,1,1,0,3.239,35,15,1,34,11,22,22,13,12,37,7,4,1.004,0.926,1.309,0,0,1,0.354,0,0.012,0.658,1.033,0,2.942,2.195,0.4937,0.4937,2.7266000000000004,2.7835,1,1,2.3,3.4,2.5,4,3.1503,2.9991
OTT,2023,2023021047,CBJ,20240314,AWAY,all,0.494,0.4737,2.871,37,28,2,35,6,23,12,4,0,43,9,2,1.205,1.165,0.501,1,1,0,4.554,37,24,2,35,6,34,14,7,4,45,8,7,1.336,0.865,2.353,1,0,1,0.075,0.096,2.062,0.21,0,0,2.587,2.396,0.4773,0.4773,2.8472,2.7552,0,0,2.3,3.2,2.7,2.9,3.2123,3.3216
OTT,2023,2023021060,NYI,20240316,AWAY,all,0.496,0.5301,2.713,30,18,4,26,6,33,18,4,10,35,6,3,0.872,0.715,1.126,1,1,2,1.606,33,24,3,30,6,28,25,7,7,34,4,1,0.929,0.432,0.246,3,0,0,0.511,0,0.121,0.509,0.187,0.029,1.665,1.298,0.5077,0.5077,2.8253,3.0614999999999997,1,0,2.1,3.3,3.2,2.6,2.3828,3.1656
OTT,2023,2023021077,CAR,20240317,HOME,all,0.4375,0.4455,3.203,32,11,2,30,6,26,23,9,11,33,8,4,0.776,1.224,1.204,2,0,0,2.732,38,16,7,31,4,25,18,7,9,48,5,3,1.225,0.687,0.82,4,2,1,0.924,0.069,0.213,0,0.065,0,2.28,2.384,0.4483,0.4483,2.7879,2.9547999999999996,0,1,2.2,3.3,3.5,2.1,2.9114,3.8168999999999995
OTT,2023,2023021082,BOS,20240319,AWAY,all,0.5478,0.5595,2.918,31,16,2,29,6,19,30,8,9,41,0,6,0.862,0,2.056,0,0,2,3.159,26,15,6,20,10,39,29,9,15,22,13,2,0.669,1.787,0.703,1,4,1,1.027,0,1.108,0.424,0,0,1.466,2.051,0.4746,0.4746,2.9475000000000002,3.0170000000000003,0,0,2.1,3.4,3.2,2.8,2.6325,2.9916
OTT,2023,2023021103,STL,20240321,HOME,all,0.646,0.6395,4.119,39,18,2,37,4,27,22,8,15,33,19,3,0.987,2.341,0.791,0,1,1,3.782,27,9,5,22,6,24,22,6,11,21,3,7,0.575,0.327,2.88,0,2,3,1.03,0.044,0.063,0,1.487,0.22,2.868,2.188,0.6522,0.6522,2.9988,3.0186,0,1,2.2,3.6,2.4,2.4,3.1846,2.4277
OTT,2023,2023021117,NJD,20240323,AWAY,all,0.5652,0.6087,2.234,25,10,5,20,13,24,8,8,7,32,8,2,0.796,1.013,0.425,1,4,0,3.053,20,13,2,18,13,30,10,7,13,14,6,7,0.469,0.723,1.862,0,1,1,0.071,0.01,0.353,0.339,0,0.314,1.51,2.69,0.549,0.549,3.0463,2.9371,1,0,2.1,3.6,2.8,3,3.3619,2.9695
OTT,2023,2023021128,EDM,20240324,HOME,all,0.3265,0.3067,2.596,16,9,5,11,6,25,26,15,17,14,6,3,0.474,0.64,1.481,2,2,1,4.008,36,14,3,33,8,29,18,10,9,41,4,7,1.03,0.474,2.503,0,1,2,0.266,0,1.308,1.193,0.108,0,1.138,2.592,0.3051,0.3051,3.0347999999999997,2.9531,1,1,2.4,3.4,3.9,2.4,2.911,3.7123
OTT,2023,2023021148,BUF,20240327,AWAY,all,0.4615,0.4911,5.494,42,11,6,36,10,36,26,7,2,33,11,11,0.787,1.36,3.347,1,3,2,3.562,36,20,2,34,10,24,32,7,2,42,11,4,1.149,1.219,1.194,1,1,0,0.595,0,0.999,0.985,0.166,0,3.914,2.397,0.4891,0.4891,3.0057,3.1917999999999997,1,0,2.8,3.5,3.2,2.9,3.5732,2.6612
OTT,2023,2023021153,CHI,20240328,HOME,all,0.5888,0.6053,3.309,34,17,2,32,4,27,35,7,16,38,3,5,1.06,0.335,1.914,1,1,0,1.358,19,14,0,19,4,17,29,4,14,25,4,1,0.612,0.487,0.259,0,0,0,0.144,0.012,0.046,1.191,0.326,0.082,1.892,0.973,0.6212,0.6212,3.3289,3.2567,1,1,3.1,3.3,3.5,3.4,2.8326000000000002,3.2395000000000005
OTT,2023,2023021175,WPG,20240330,AWAY,all,0.4758,0.5055,2.557,27,13,3,24,10,27,29,4,5,39,4,3,0.785,0.572,1.2,0,2,1,3.053,30,20,2,28,10,25,38,3,7,35,5,5,1.116,0.631,1.306,1,0,1,0.82,0.078,0.237,0,0.809,0,1.737,1.929,0.5077,0.5077,3.3409999999999997,3.1053,1,0,3.2,3.1,2.9,2.8,3.0224,2.9574000000000003
OTT,2023,2023021193,MIN,20240402,AWAY,all,0.6471,0.6164,3.42,32,21,2,30,10,38,11,3,3,33,9,3,0.862,1.127,1.431,0,0,2,1.85,19,8,3,16,8,15,10,5,9,21,4,3,0.651,0.407,0.792,1,2,0,1.199,0.028,0.919,0.311,0,0.261,1.648,0.903,0.6071,0.6071,3.2014000000000005,3.0867,0,0,3.3,3.2,2.5,2.2,2.2934,3.368
OTT,2023,2023021205,FLA,20240404,HOME,all,0.5126,0.5172,2.68,30,16,0,30,6,25,26,7,14,34,8,3,0.938,0.958,0.785,0,0,0,3.103,31,16,6,25,12,21,34,10,8,29,12,1,0.849,1.509,0.745,3,2,1,1.45,0.128,0.771,0,0.029,0,1.23,2.175,0.4776,0.4776,3.2563000000000004,2.8163,0,1,3.3,3.3,2.4,3.6,3.0658000000000003,3.0374000000000003
OTT,2023,2023021224,NJD,20240406,HOME,all,0.5286,0.5385,2.59,28,25,3,25,11,26,42,9,14,39,7,3,1.044,0.791,0.754,3,0,0,2.602,27,24,4,23,15,34,19,9,12,29,11,2,0.869,1.249,0.484,2,2,0,0.256,0,0.061,0.861,0,0,1.474,2.54,0.4937,0.4937,3.253,2.966,0,1,2.9,3.6,3.1,3.3,3.3488999999999995,3.1948
OTT,2023,2023021232,WSH,20240407,AWAY,all,0.5476,0.5056,2.39,21,24,3,18,8,34,39,9,4,37,6,2,1.003,0.799,0.588,3,0,0,3.305,22,13,2,20,6,21,23,15,6,29,11,4,0.831,1.412,1.062,0,2,0,0.079,0.017,1.333,0.064,0.089,0,2.246,1.866,0.5606,0.5606,3.1917,2.9530000000000003,1,0,3,3.3,2.9,3.9,3.3091,2.8579999999999997
OTT,2023,2023021241,FLA,20240409,AWAY,all,0.4667,0.5366,2.918,26,12,0,26,20,24,44,9,7,34,6,4,0.853,0.68,1.385,0,0,0,3.386,30,26,2,28,16,22,31,13,9,22,11,5,0.651,1.247,1.487,0,2,0,0.035,0.597,2.041,1.306,0,0.193,1.385,0.748,0.617,0.617,3.1389,2.9676,0,0,3.1,2.9,2.9,3,2.9338,2.8479
OTT,2023,2023021259,TBL,20240411,AWAY,all,0.5966,0.5854,4.957,27,23,2,25,12,25,40,5,2,35,4,9,1.047,0.554,3.355,1,1,0,3.254,26,14,2,24,10,37,27,15,5,21,10,3,0.787,1.269,1.198,1,1,0,1.775,0,0.346,0.886,1.351,0.197,2.099,1.557,0.5957,0.5957,3.0187999999999997,2.928,0,0,2.9,2.6,3.9,2.5,2.7065,3.277
OTT,2023,2023021276,MTL,20240413,HOME,all,0.5896,0.6429,4.793,44,16,4,40,4,28,35,12,17,45,14,4,1.506,1.83,1.456,1,2,1,3.792,25,20,4,21,10,28,25,7,17,23,3,9,0.631,0.325,2.837,1,0,3,2.503,0.341,0.442,0.324,0.633,0,1.966,2.376,0.5909,0.5909,3.2911,2.9481,0,1,2.6,2.6,3.5,3.1,3.6933,2.6298000000000004
OTT,2023,2023021292,NYR,20240415,AWAY,all,0.4836,0.4483,1.473,25,20,0,25,6,26,21,6,2,36,1,2,0.861,0.133,0.479,0,0,0,3.495,34,15,4,30,4,23,15,9,13,35,8,5,1.058,1.07,1.368,2,2,0,0.049,0.486,0.797,0,0.321,0.01,1.415,1.891,0.5,0.5,3.5107999999999997,2.9265,0,0,2.5,2.7,3.6,3.5,2.8287,3.7057
OTT,2023,2023021295,BOS,20240416,AWAY,all,0.3861,0.3836,1.795,20,11,3,17,6,15,31,10,14,24,2,2,0.524,0.27,1.001,2,0,1,3.039,35,17,1,34,6,28,31,6,11,28,15,2,0.808,1.804,0.426,0,1,0,0.026,0,0.616,0.806,0.392,0,0.963,2.031,0.3966,0.3966,3.1087,2.9198,1,0,1.9,2.9,2.6,2.4,3.464,2.4116
OTT,2024,2024020013,FLA,20241010,HOME,all,0.3657,0.4348,2.978,31,9,3,28,4,32,30,2,14,31,6,3,0.762,0.597,1.619,2,0,1,2.529,32,33,1,31,6,25,22,2,13,46,2,4,1.193,0.28,1.057,1,0,0,0.885,0.015,0.069,0.95,0.43,0.051,1.091,2.015,0.4429,0.4429,,,1,1,,,6,4,4.477,6.002
OTT,2024,2024020027,MTL,20241012,AWAY,all,0.5888,0.5571,2.56,25,24,1,24,8,25,20,6,16,33,1,5,0.812,0.2,1.548,1,0,0,3.176,26,13,4,22,10,30,21,3,14,19,9,3,0.699,1.192,1.286,2,1,1,0.048,0.018,0.984,0.496,0.445,0.016,2,1.73,0.5714,0.5714,2.978,2.529,0,0,3,1,2.5,3,4.313,2.9894999999999996
OTT,2024,2024020043,LAK,20241014,HOME,all,0.6328,0.6211,3.896,41,22,8,33,17,30,26,3,18,45,10,4,1.466,1.195,1.235,5,3,0,3.512,26,11,7,19,17,38,22,3,15,25,6,5,0.636,0.7,2.176,2,2,3,1.31,0.01,1.947,0.293,0.056,0.005,2.288,1.499,0.6324,0.6324,2.769,2.8525,1,1,2,2.5,2,1.5,2.739,2.588
OTT,2024,2024020062,NJD,20241017,HOME,all,0.4701,0.5,2.395,31,13,1,30,4,25,27,4,16,42,8,0,1.246,1.149,0,0,1,0,2.659,35,21,3,32,6,23,22,3,14,40,7,3,0.908,0.859,0.892,1,1,1,0.112,0.209,0.138,0.235,0.361,0.377,1.671,1.95,0.5375,0.5375,3.144666666666667,3.0723333333333334,0,1,4,4,3.1666666666666665,2.1666666666666665,2.664,3.5913333333333335
OTT,2024,2024020075,TBL,20241019,HOME,all,0.5,0.4714,2.169,28,22,5,23,10,31,30,10,14,25,6,2,1.004,0.675,0.491,1,3,1,3.046,29,18,4,25,14,36,15,2,17,29,4,4,0.943,0.417,1.686,2,2,0,0.669,0.053,0.348,0.136,1.4,0.144,1.219,1.245,0.4792,0.4792,2.95725,2.969,1,1,3.25,3.75,4,1.6666666666666667,3.361666666666667,3.8689999999999998
OTT,2024,2024020104,UTA,20241022,AWAY,all,0.3898,0.3864,2.898,22,12,4,18,8,24,38,9,16,23,7,4,0.578,0.931,1.389,1,1,2,4.307,31,18,0,31,6,35,29,1,17,37,10,7,1.171,1.175,1.961,0,0,0,0.646,0,0.624,0.327,0.058,0.025,1.9,3.625,0.3836,0.3836,2.7996000000000003,2.9844,1,0,3.6,3.8,3.6666666666666665,3.3333333333333335,3.2325,3.3823333333333334
OTT,2024,2024020118,VGK,20241025,AWAY,all,0.5433,0.5957,2.679,39,13,4,35,4,33,28,2,12,47,6,3,1.101,0.633,0.945,1,1,2,2.62,28,20,6,22,4,38,32,1,20,29,7,2,0.812,0.814,0.994,3,2,1,0.504,0.01,0.384,0.25,0.67,0.013,1.912,1.556,0.5844,0.5844,2.8160000000000003,3.204833333333333,0,0,3.6666666666666665,3.1666666666666665,4.142857142857143,3,3.7192857142857143,3.138714285714286
OTT,2024,2024020139,COL,20241027,AWAY,all,0.4308,0.4842,3.044,30,10,4,26,2,30,38,4,15,34,9,3,0.896,1.274,0.874,1,2,1,4.378,32,25,5,27,2,24,20,4,14,32,13,4,1.1,1.895,1.383,1,1,3,0,0,0.27,0.769,0.929,0.005,2.27,3.18,0.4643,0.4643,2.7964285714285713,3.1212857142857144,0,0,3.7142857142857144,3.5714285714285716,3.625,4,2.832,3.572
OTT,2024,2024020150,STL,20241029,HOME,all,0.5289,0.5529,2.894,35,17,8,27,12,34,21,2,9,36,7,4,1.012,0.768,1.114,3,4,1,1.586,27,19,1,26,10,24,31,4,23,35,2,1,0.715,0.267,0.604,0,0,1,0.214,0,0.701,0,0,0.01,2.67,0.885,0.5915,0.5915,2.827375,3.278375,1,1,3.75,3.75,2.888888888888889,2.888888888888889,3.027888888888889,2.834
OTT,2024,2024020170,NYR,20241101,AWAY,all,0.7236,0.7111,2.699,41,25,1,40,4,27,28,5,22,56,7,1,1.281,0.882,0.536,0,1,0,1.922,18,8,2,16,10,32,28,3,24,20,3,3,0.673,0.394,0.855,1,0,1,0.18,0.014,0.684,0.775,0.337,0.012,1.732,0.886,0.7188,0.7188,2.834777777777778,3.090333333333333,0,0,4.222222222222222,3.4444444444444446,4.111111111111111,2.3333333333333335,3.643333333333333,4.470888888888889
OTT,2024,2024020178,SEA,20241102,HOME,all,0.4954,0.4868,3.308,23,17,3,20,8,26,25,2,11,28,4,5,1.027,0.477,1.804,1,0,2,1.478,22,16,0,22,4,21,14,5,16,35,3,1,0.722,0.552,0.204,0,0,0,0.589,0,0.068,0.643,0.187,0.194,1.882,1.224,0.4231,0.4231,2.8212,2.9735,1,1,3.9,3.3,3.4,3.1,3.3049999999999997,2.6812
OTT,2024,2024020194,BUF,20241105,AWAY,all,0.5403,0.5446,3.354,38,12,1,37,21,35,35,2,7,40,10,5,0.822,1.162,1.371,0,0,1,3.646,34,11,5,29,21,27,37,3,12,33,9,4,1.342,1.044,1.261,2,2,1,0.072,0,0.67,0,0.216,0.2,3.082,2.76,0.557,0.557,2.8542,2.8684000000000003,0,0,3.9,3.2,3.4,3.5,2.9844999999999997,3.4267000000000003
OTT,2024,2024020209,NYI,20241107,HOME,all,0.6053,0.589,2.678,30,26,2,28,6,27,31,13,21,33,5,5,1.007,0.508,1.163,1,1,0,2.244,25,15,4,21,8,28,20,4,17,22,6,2,0.765,0.615,0.863,1,2,1,0.3,0,0,0.293,0.634,0,2.085,1.61,0.5484,0.5484,2.9335999999999998,2.9154,0,1,3.9,3.3,2,3,3.1923,3.1159
OTT,2024,2024020226,BOS,20241109,AWAY,all,0.6408,0.6761,2.5,34,18,3,31,4,27,35,6,15,40,6,2,1.028,0.627,0.846,2,0,1,1.627,16,14,2,14,4,24,42,3,21,18,3,2,0.56,0.435,0.633,1,1,0,0.625,0,0.535,0.178,0.101,0.119,1.578,0.992,0.6667,0.6667,2.8118,2.7885999999999997,1,0,3.3,3,1.8,3.1,3.0956,3.3095
OTT,2024,2024020245,TOR,20241112,AWAY,all,0.5565,0.5889,3.025,41,16,3,38,10,31,25,4,11,43,7,3,0.917,0.949,1.16,2,1,0,3.781,27,18,0,27,8,36,25,6,20,23,8,6,0.591,1.143,2.047,0,0,0,0.027,0,1.259,0.962,1.875,0,2.036,0.647,0.7077,0.7077,2.8223,2.6854,1,0,3.5,2.9,3,2.8,2.4613,3.1112
OTT,2024,2024020258,PHI,20241114,HOME,all,0.6807,0.6849,3.392,37,31,4,33,4,35,23,9,6,31,18,1,1.024,2.07,0.298,1,3,0,1.366,19,15,5,14,12,22,20,8,18,19,3,1,0.534,0.418,0.414,3,1,1,0.61,0,0.035,0.551,0.163,0.2,2.031,1.168,0.6792,0.6792,2.9079,2.7589,0,1,3.3,2.5,2.8,3.2,3.3034999999999997,2.9238
OTT,2024,2024020280,CAR,20241116,AWAY,all,0.4234,0.4535,2.067,24,8,0,24,8,29,28,5,16,29,8,2,0.69,0.896,0.481,0,0,0,4.407,28,17,4,24,8,27,19,7,15,34,5,8,1.028,0.624,2.755,1,1,2,0.056,0,1.69,0.089,1.222,0.272,1.651,1.495,0.4915,0.4915,2.9573,2.4648,0,0,3.3,3,4.5,2.7,2.8375,4.046
OTT,2024,2024020294,EDM,20241119,HOME,all,0.5315,0.5,2.338,29,20,2,27,13,31,35,4,12,30,8,1,0.983,1.062,0.293,1,1,0,2.615,31,13,5,26,11,29,17,5,11,30,6,3,0.72,0.705,1.19,0,3,2,0.206,0,0.027,0.054,0.428,0,2.078,2.159,0.5,0.5,2.8960999999999997,2.6435000000000004,0,1,2.9,2.8,2.9,3.1,2.5586,2.9636
OTT,2024,2024020307,VGK,20241121,HOME,all,0.5802,0.5474,3.024,40,24,2,38,6,35,36,4,20,40,8,4,1.086,0.964,0.975,0,2,0,5.932,32,12,3,29,6,27,30,3,8,24,11,8,0.61,1.555,3.767,1,1,1,0.758,0,2.648,0.062,0.398,0,2.204,2.885,0.5325,0.5325,2.8255,2.4672,0,1,2.7,2.8,3,3.2,2.8905000000000003,3.3587000000000002
OTT,2024,2024020323,VAN,20241123,HOME,all,0.62,0.5797,3.267,29,22,3,26,21,36,36,6,6,28,7,5,0.85,0.84,1.578,2,0,1,1.964,21,9,4,17,20,19,37,7,8,24,3,2,0.679,0.327,0.959,1,1,2,1.299,0,0.709,0.842,0.064,0.318,0.808,1.192,0.4359,0.4359,2.8385,2.9018,0,1,2.1,3,3,3.4,2.6585,2.4649
OTT,2024,2024020340,CGY,20241125,HOME,all,0.5455,0.5342,3.242,30,27,4,26,6,39,27,10,11,22,14,3,0.701,1.768,0.773,0,4,0,3.188,27,21,3,24,18,30,14,5,16,25,4,5,0.674,0.605,1.909,1,0,2,0.724,0.079,1.5,1.27,0.318,0,1.248,1.291,0.5,0.5,2.8952999999999998,2.906,1,1,2.3,3.2,2.3,2.2,3.0124,3.0693
OTT,2024,2024020361,SJS,20241127,AWAY,all,0.2743,0.2875,2.638,11,8,4,7,4,27,30,5,13,19,1,3,0.555,0.1,1.983,2,0,2,4.402,39,25,3,36,4,22,29,5,19,36,16,5,1.111,2.019,1.271,1,0,2,0.718,0,0.584,0.856,0.385,0,1.063,3.432,0.303,0.303,2.8887,3.077,1,0,2.4,3.5,2.9,3.1,3.3512,2.5088999999999997
OTT,2024,2024020382,LAK,20241130,AWAY,all,0.5,0.4675,1.657,22,21,2,20,2,23,31,3,10,29,7,0,0.936,0.721,0,2,0,0,2.28,27,16,5,22,2,31,36,8,11,32,7,2,0.938,0.811,0.531,2,1,2,0,0,0.249,0.026,0.325,0,1.631,1.706,0.493,0.493,2.8171,3.1526,0,0,2.7,3.3,2.4,2.5,2.4752,3.1058
OTT,2024,2024020392,ANA,20241201,AWAY,all,0.5185,0.5408,3.707,31,17,3,28,10,33,22,3,16,40,9,4,1.014,1.162,1.531,0,0,3,4.208,34,20,3,31,12,31,32,5,21,29,7,9,0.688,0.944,2.576,1,1,1,0.291,0,0.773,0.879,0.576,0.113,2.424,2.859,0.5294,0.5294,2.715,3.1562,0,0,2.7,3.4,3.1,2.8,3.6137,3.2325000000000004
OTT,2024,2024020412,DET,20241205,HOME,all,0.5315,0.5488,2.249,32,14,2,30,8,34,14,7,13,38,4,3,1.022,0.459,0.767,1,0,1,2.987,20,15,1,19,12,31,15,6,13,29,4,4,0.788,0.382,1.817,0,0,1,0.383,0.048,0.024,0,1.87,0.028,1.838,1.045,0.5692,0.5692,2.8357,3.4143,1,1,2.7,3.5,2.8,3.4,3.3585000000000003,2.621
OTT,2024,2024020431,NSH,20241207,HOME,all,0.4338,0.4421,3.455,30,17,3,27,7,41,24,5,8,26,11,5,0.704,1.431,1.32,2,1,0,3.504,37,24,1,36,11,32,25,3,11,39,11,3,1.149,1.459,0.897,1,0,0,0.047,0,0.01,0.39,0.765,0,3.018,2.73,0.4651,0.4651,2.7580999999999998,3.3349,1,1,2.6,3.6,1.9,2.9,3.1747,2.7628
OTT,2024,2024020438,NYI,20241208,HOME,all,0.6505,0.6338,2.971,31,22,2,29,4,32,16,2,12,31,13,1,0.95,1.729,0.292,0,2,0,4.085,13,10,4,9,6,19,25,2,15,19,1,6,0.46,0.177,3.448,0,1,3,0.347,0.019,1.4,0.073,1.929,0,2.552,0.736,0.6909,0.6909,2.7643999999999997,3.5487,0,1,2.5,3.2,2.4,2.9,2.8682,2.6748000000000003
OTT,2024,2024020458,ANA,20241211,HOME,all,0.547,0.5294,3.612,34,19,5,29,15,35,23,5,12,29,12,4,1.024,1.541,1.046,1,2,2,1.606,32,13,1,31,15,19,37,3,14,32,7,1,0.626,0.777,0.202,0,1,0,1.162,0,0.09,0.339,0.109,0.021,2.091,1.408,0.5424,0.5424,2.8548,3.5164999999999997,1,1,2.7,3.2,2.4,2.8,3.6598999999999995,2.8599
OTT,2024,2024020473,CAR,20241213,AWAY,all,0.3396,0.3333,2.723,22,9,3,19,4,38,26,10,15,18,5,4,0.458,0.63,1.634,2,0,1,2.67,32,16,0,32,6,31,29,9,18,41,13,0,1.144,1.526,0,0,0,0,0.047,0.011,0.35,1.033,0.187,0,1.642,2.122,0.3385,0.3385,2.9821999999999997,3.4156,1,0,3,2.8,3.2,4,2.9021999999999997,2.9867
OTT,2024,2024020478,PIT,20241214,HOME,all,0.5045,0.5432,3.232,31,12,3,28,0,23,32,7,18,29,13,2,1.043,1.434,0.755,2,0,1,2.249,27,18,2,25,4,27,36,7,19,29,6,2,0.827,0.897,0.525,1,1,0,0.829,0,0,0.102,0,0,2.301,2.249,0.4638,0.4638,2.9521,3.0894000000000004,1,1,3.1,2.5,3.8,3.5,3.2384999999999997,2.9757
OTT,2024,2024020505,SEA,20241217,AWAY,all,0.5074,0.4796,3.888,27,22,3,24,10,26,18,5,10,35,7,5,0.993,0.767,2.128,2,1,0,2.525,30,16,0,30,8,22,31,5,17,41,10,0,1.339,1.185,0,0,0,0,0.42,0,0.637,1.548,0.789,0,1.92,1.099,0.5616,0.5616,2.9486,3.1179,1,0,3.1,2.3,3.4,3.6,3.2014000000000005,3.4170000000000003
OTT,2024,2024020517,CGY,20241219,AWAY,all,0.4091,0.4433,2.606,29,11,3,26,9,33,27,2,15,29,12,2,0.502,1.544,0.56,0,2,1,3.832,32,24,2,30,11,28,30,6,13,41,10,3,1.176,1.356,1.299,0,0,2,0.102,0.029,1.237,0.295,0.15,0.455,1.754,2.417,0.4079,0.4079,3.0132000000000003,3.0516,1,0,3,2,2.6,3.8,3.0777,2.8305
